run_id,sample_id,question_type,difficulty,modalities,strategy,k,expected_evidence_count,hit_evidence_count,hit_at_k,recall_at_k,mrr,context_precision,context_recall,latency_ms,returned_chunks,chunk_ids,content_types,hit_evidence_ids,question,evidence_rank_improved,evidence_rank_worsened,evidence_lost_after_rerank,evidence_gained_after_rerank,router_name,route,selected_strategy,use_graph,use_rerank,reason
query_router_ablation_v0_001,EVAL-0014,causal_reasoning,medium,text,router_safe,5,2,2,1.0,1.0,1.0,0.2,1.0,667.53,5,doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What maintenance action resolved the abnormal temperature in IR-2024-017?,0,0,0,0,router_safe,multi_evidence,bm25_vector_rrf,False,False,"Multi-evidence questions can contain exact IDs, but need broader BM25+Vector coverage instead of pure BM25."
query_router_ablation_v0_001,EVAL-0014,causal_reasoning,medium,text,router_graph_rerank,5,2,2,1.0,1.0,1.0,0.2,1.0,1403.95,5,doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What maintenance action resolved the abnormal temperature in IR-2024-017?,2,0,0,0,router_graph_rerank,graph_enriched,bm25_vector_graph_rrf_query_rerank,True,True,Use Graph-enriched fusion and query-aware rerank for complex questions.
query_router_ablation_v0_001,EVAL-0014,causal_reasoning,medium,text,router_always_q015_rerank,5,2,2,1.0,1.0,0.25,0.2,1.0,667.69,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E1 | E2,What maintenance action resolved the abnormal temperature in IR-2024-017?,0,2,0,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0014,causal_reasoning,medium,text,router_oracle_by_type,5,2,2,1.0,1.0,1.0,0.2,1.0,0.84,5,doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What maintenance action resolved the abnormal temperature in IR-2024-017?,0,0,0,0,router_oracle_by_type,oracle_causal_reasoning,bm25,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
query_router_ablation_v0_001,EVAL-0015,global_summary,hard,text,router_safe,5,4,3,1.0,0.75,1.0,0.6,0.75,711.26,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2 | E4,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.,0,1,0,2,router_safe,global_summary,bm25_vector_rrf_q015_rerank,False,True,Global summary needs a wider candidate pool and a summary-aware reranker.
query_router_ablation_v0_001,EVAL-0015,global_summary,hard,text,router_graph_rerank,5,4,2,1.0,0.5,1.0,0.4,0.5,1436.94,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1 | E2,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.,0,1,0,1,router_graph_rerank,global_summary,bm25_vector_graph_rrf_q015_rerank,True,True,"Aggressively include Graph for global summary, then rerank."
query_router_ablation_v0_001,EVAL-0015,global_summary,hard,text,router_always_q015_rerank,5,4,3,1.0,0.75,1.0,0.6,0.75,711.26,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2 | E4,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.,0,1,0,2,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0015,global_summary,hard,text,router_oracle_by_type,5,4,3,1.0,0.75,1.0,0.6,0.75,711.26,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2 | E4,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.,0,1,0,2,router_oracle_by_type,oracle_global_summary,bm25_vector_rrf_q015_rerank,False,True,Upper-bound router: chooses the best historical strategy for this question_type.
query_router_ablation_v0_001,EVAL-0016,table,easy,table,router_safe,5,2,2,1.0,1.0,1.0,0.2,1.0,661.91,5,doc_004_pipeline_inspection-chunk-001 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-002 | doc_002_safety_rules-chunk-002,table | text | text | image | text,E1 | E2,What is the measured pressure of Pipeline-7A in the inspection table?,0,0,0,0,router_safe,table_lookup,bm25_vector_rrf,False,False,Table queries in this dataset are already stable with BM25+Vector RRF.
query_router_ablation_v0_001,EVAL-0016,table,easy,table,router_graph_rerank,5,2,2,1.0,1.0,1.0,0.2,1.0,1442.48,5,doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_004_pipeline_inspection-chunk-002,table | text | text | text | image,E1 | E2,What is the measured pressure of Pipeline-7A in the inspection table?,0,0,0,2,router_graph_rerank,graph_enriched,bm25_vector_graph_rrf_query_rerank,True,True,Use Graph-enriched fusion and query-aware rerank for complex questions.
query_router_ablation_v0_001,EVAL-0016,table,easy,table,router_always_q015_rerank,5,2,0,0.0,0.0,0.0,0.0,0.0,662.16,5,doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-003,text | text | text | text | text,,What is the measured pressure of Pipeline-7A in the inspection table?,0,0,2,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0016,table,easy,table,router_oracle_by_type,5,2,2,1.0,1.0,1.0,0.2,1.0,0.83,5,doc_004_pipeline_inspection-chunk-001 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-002,table | text | text | text | text,E1 | E2,What is the measured pressure of Pipeline-7A in the inspection table?,0,0,0,0,router_oracle_by_type,oracle_table,bm25,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
query_router_ablation_v0_001,EVAL-0017,table,medium,table,router_safe,5,3,3,1.0,1.0,1.0,0.2,1.0,718.04,5,doc_004_pipeline_inspection-chunk-001 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001,table | text | text | text | text,E1 | E2 | E3,Was Pipeline-7A below the alarm threshold according to the table?,0,0,0,0,router_safe,table_lookup,bm25_vector_rrf,False,False,Table queries in this dataset are already stable with BM25+Vector RRF.
query_router_ablation_v0_001,EVAL-0017,table,medium,table,router_graph_rerank,5,3,3,1.0,1.0,1.0,0.2,1.0,1477.08,5,doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-001,table | text | text | text | text,E1 | E2 | E3,Was Pipeline-7A below the alarm threshold according to the table?,0,0,0,3,router_graph_rerank,graph_enriched,bm25_vector_graph_rrf_query_rerank,True,True,Use Graph-enriched fusion and query-aware rerank for complex questions.
query_router_ablation_v0_001,EVAL-0017,table,medium,table,router_always_q015_rerank,5,3,0,0.0,0.0,0.0,0.0,0.0,718.26,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,,Was Pipeline-7A below the alarm threshold according to the table?,0,0,3,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0017,table,medium,table,router_oracle_by_type,5,3,3,1.0,1.0,1.0,0.2,1.0,0.78,5,doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,table | text | text | text | text,E1 | E2 | E3,Was Pipeline-7A below the alarm threshold according to the table?,0,0,0,0,router_oracle_by_type,oracle_table,bm25,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
query_router_ablation_v0_001,EVAL-0018,image,medium,image | caption | ocr,router_safe,5,2,2,1.0,1.0,1.0,0.2,1.0,733.92,5,doc_004_pipeline_inspection-chunk-002 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-003,image | text | text | text | text,E1 | E2,Where is ReliefValve-RV9 installed according to the diagram?,0,0,0,0,router_safe,image_lookup,bm25_vector_rrf,False,False,Image chunks are retrieved well by text/caption embeddings here.
query_router_ablation_v0_001,EVAL-0018,image,medium,image | caption | ocr,router_graph_rerank,5,2,2,1.0,1.0,1.0,0.2,1.0,1597.7,5,doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-002,image | text | text | text | text,E1 | E2,Where is ReliefValve-RV9 installed according to the diagram?,0,0,0,2,router_graph_rerank,graph_enriched,bm25_vector_graph_rrf_query_rerank,True,True,Use Graph-enriched fusion and query-aware rerank for complex questions.
query_router_ablation_v0_001,EVAL-0018,image,medium,image | caption | ocr,router_always_q015_rerank,5,2,0,0.0,0.0,0.0,0.0,0.0,734.11,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-003,text | text | text | text | text,,Where is ReliefValve-RV9 installed according to the diagram?,0,0,2,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0018,image,medium,image | caption | ocr,router_oracle_by_type,5,2,2,1.0,1.0,1.0,0.2,1.0,0.9,5,doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-002,image | text | text | text | text,E1 | E2,Where is ReliefValve-RV9 installed according to the diagram?,0,0,0,0,router_oracle_by_type,oracle_image,bm25,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
query_router_ablation_v0_001,EVAL-0019,fact,easy,text,router_safe,5,1,1,1.0,1.0,1.0,0.2,1.0,0.85,5,doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,Which equipment was reviewed after incident IR-2024-017?,0,0,0,0,router_safe,exact_or_numeric,bm25,False,False,"Exact IDs, entity names, and numeric values are safest with BM25."
query_router_ablation_v0_001,EVAL-0019,fact,easy,text,router_graph_rerank,5,1,1,1.0,1.0,1.0,0.2,1.0,0.85,5,doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,Which equipment was reviewed after incident IR-2024-017?,0,0,0,0,router_graph_rerank,exact_or_numeric,bm25,False,False,Keep exact/numeric questions on BM25.
query_router_ablation_v0_001,EVAL-0019,fact,easy,text,router_always_q015_rerank,5,1,0,0.0,0.0,0.0,0.0,0.0,693.21,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,,Which equipment was reviewed after incident IR-2024-017?,0,0,1,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0019,fact,easy,text,router_oracle_by_type,5,1,1,1.0,1.0,1.0,0.2,1.0,0.85,5,doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,Which equipment was reviewed after incident IR-2024-017?,0,0,0,0,router_oracle_by_type,oracle_fact,bm25,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
query_router_ablation_v0_001,EVAL-0020,multi_hop,hard,table | image | caption | ocr,router_safe,5,4,4,1.0,1.0,1.0,0.4,1.0,677.26,5,doc_004_pipeline_inspection-chunk-002 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000,image | table | text | text | text,E1 | E2 | E3 | E4,"According to the table and diagram, what was Pipeline-7A's pressure status and where was ReliefValve-RV9 installed?",0,0,0,0,router_safe,table_lookup,bm25_vector_rrf,False,False,Table queries in this dataset are already stable with BM25+Vector RRF.
query_router_ablation_v0_001,EVAL-0020,multi_hop,hard,table | image | caption | ocr,router_graph_rerank,5,4,4,1.0,1.0,1.0,0.4,1.0,1389.82,5,doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-001 | doc_004_pipeline_inspection-chunk-000,image | text | text | table | text,E1 | E2 | E3 | E4,"According to the table and diagram, what was Pipeline-7A's pressure status and where was ReliefValve-RV9 installed?",0,0,0,4,router_graph_rerank,graph_enriched,bm25_vector_graph_rrf_query_rerank,True,True,Use Graph-enriched fusion and query-aware rerank for complex questions.
query_router_ablation_v0_001,EVAL-0020,multi_hop,hard,table | image | caption | ocr,router_always_q015_rerank,5,4,0,0.0,0.0,0.0,0.0,0.0,677.42,5,doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-003,text | text | text | text | text,,"According to the table and diagram, what was Pipeline-7A's pressure status and where was ReliefValve-RV9 installed?",0,0,4,0,router_always_q015_rerank,always_rerank,bm25_vector_rrf_q015_rerank,False,True,Negative-control router: always applies a summary-biased reranker.
query_router_ablation_v0_001,EVAL-0020,multi_hop,hard,table | image | caption | ocr,router_oracle_by_type,5,4,4,1.0,1.0,1.0,0.4,1.0,1.0,5,doc_004_pipeline_inspection-chunk-002 | doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-001 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000,image | text | table | text | text,E1 | E2 | E3 | E4,"According to the table and diagram, what was Pipeline-7A's pressure status and where was ReliefValve-RV9 installed?",0,0,0,0,router_oracle_by_type,oracle_multi_hop,bm25,False,False,Upper-bound router: chooses the best historical strategy for this question_type.
