run_id,sample_id,question_type,difficulty,modalities,strategy,k,expected_evidence_count,hit_evidence_count,hit_at_k,recall_at_k,mrr,context_precision,context_recall,latency_ms,returned_chunks,chunk_ids,content_types,hit_evidence_ids,question,target_content_types,candidate_space,filtered_candidate_space,candidate_space_reduction,router_route,expected_content_types,content_type_precision,is_multimodal_target
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,bm25_vector_rrf_metadata_filtered,1,1,1,1,1.0,1.0,1.0,1.0,709.49,1,doc_002_safety_rules-chunk-000,text,E1,What does Safety-Regulation-42 require for BluePump-X100?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,bm25_vector_rrf_metadata_filtered,3,1,1,1,1.0,1.0,0.3333,1.0,709.49,3,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001,text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,bm25_vector_rrf_metadata_filtered,5,1,1,1,1.0,1.0,0.2,1.0,709.49,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,router_metadata_filter,1,1,1,1,1.0,1.0,1.0,1.0,6978.87,1,doc_002_safety_rules-chunk-000,text,E1,What does Safety-Regulation-42 require for BluePump-X100?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,router_metadata_filter,3,1,1,1,1.0,1.0,0.3333,1.0,6978.87,3,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001,text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0004,entity_relation,easy,text,router_metadata_filter,5,1,1,1,1.0,1.0,0.2,1.0,6978.87,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_unfiltered,1,3,2,1,0.6667,1.0,1.0,0.6667,0.72,1,doc_001_equipment-chunk-001,text,E1 | E2,Which sensors report to ControlSystem-CS1?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_unfiltered,3,3,3,1,1.0,1.0,0.6667,1.0,0.72,3,doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000,text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_unfiltered,5,3,3,1,1.0,1.0,0.4,1.0,0.72,5,doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_metadata_filtered,1,3,2,1,0.6667,1.0,1.0,0.6667,0.59,1,doc_001_equipment-chunk-001,text,E1 | E2,Which sensors report to ControlSystem-CS1?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_metadata_filtered,3,3,3,1,1.0,1.0,0.6667,1.0,0.59,3,doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000,text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_metadata_filtered,5,3,3,1,1.0,1.0,0.4,1.0,0.59,5,doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,vector_unfiltered,1,3,1,1,0.3333,1.0,1.0,0.3333,4766.71,1,doc_001_equipment-chunk-002,text,E3,Which sensors report to ControlSystem-CS1?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,vector_unfiltered,3,3,3,1,1.0,1.0,0.6667,1.0,4766.71,3,doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001,text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,vector_unfiltered,5,3,3,1,1.0,1.0,0.4,1.0,4766.71,5,doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,vector_metadata_post_filter,1,3,1,1,0.3333,1.0,1.0,0.3333,722.52,1,doc_001_equipment-chunk-002,text,E3,Which sensors report to ControlSystem-CS1?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,vector_metadata_post_filter,3,3,3,1,1.0,1.0,0.6667,1.0,722.52,3,doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001,text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,vector_metadata_post_filter,5,3,3,1,1.0,1.0,0.4,1.0,722.52,5,doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_vector_rrf_unfiltered,1,3,1,1,0.3333,1.0,1.0,0.3333,4767.48,1,doc_001_equipment-chunk-002,text,E3,Which sensors report to ControlSystem-CS1?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_vector_rrf_unfiltered,3,3,3,1,1.0,1.0,0.6667,1.0,4767.48,3,doc_001_equipment-chunk-002 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002,text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_vector_rrf_unfiltered,5,3,3,1,1.0,1.0,0.4,1.0,4767.48,5,doc_001_equipment-chunk-002 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_vector_rrf_metadata_filtered,1,3,1,1,0.3333,1.0,1.0,0.3333,723.15,1,doc_001_equipment-chunk-002,text,E3,Which sensors report to ControlSystem-CS1?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_vector_rrf_metadata_filtered,3,3,3,1,1.0,1.0,0.6667,1.0,723.15,3,doc_001_equipment-chunk-002 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002,text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_vector_rrf_metadata_filtered,5,3,3,1,1.0,1.0,0.4,1.0,723.15,5,doc_001_equipment-chunk-002 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,router_metadata_filter,1,3,1,1,0.3333,1.0,1.0,0.3333,4767.48,1,doc_001_equipment-chunk-002,text,E3,Which sensors report to ControlSystem-CS1?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,router_metadata_filter,3,3,3,1,1.0,1.0,0.6667,1.0,4767.48,3,doc_001_equipment-chunk-002 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002,text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0005,cross_paragraph,medium,text,router_metadata_filter,5,3,3,1,1.0,1.0,0.4,1.0,4767.48,5,doc_001_equipment-chunk-002 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,bm25_unfiltered,1,1,1,1,1.0,1.0,1.0,1.0,0.7,1,doc_001_equipment-chunk-001,text,E1,What does Sensor T-200 monitor?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,bm25_unfiltered,3,1,1,1,1.0,1.0,0.3333,1.0,0.7,3,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002,text | text | text,E1,What does Sensor T-200 monitor?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,bm25_unfiltered,5,1,1,1,1.0,1.0,0.2,1.0,0.7,5,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,What does Sensor T-200 monitor?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,bm25_metadata_filtered,1,1,1,1,1.0,1.0,1.0,1.0,0.67,1,doc_001_equipment-chunk-001,text,E1,What does Sensor T-200 monitor?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,bm25_metadata_filtered,3,1,1,1,1.0,1.0,0.3333,1.0,0.67,3,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002,text | text | text,E1,What does Sensor T-200 monitor?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,bm25_metadata_filtered,5,1,1,1,1.0,1.0,0.2,1.0,0.67,5,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,What does Sensor T-200 monitor?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,vector_unfiltered,1,1,0,0,0.0,0.0,0.0,0.0,4418.71,1,doc_002_safety_rules-chunk-002,text,,What does Sensor T-200 monitor?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,vector_unfiltered,3,1,1,1,1.0,0.5,0.3333,1.0,4418.71,3,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002,text | text | text,E1,What does Sensor T-200 monitor?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,vector_unfiltered,5,1,1,1,1.0,0.5,0.2,1.0,4418.71,5,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,What does Sensor T-200 monitor?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,vector_metadata_post_filter,1,1,0,0,0.0,0.0,0.0,0.0,729.72,1,doc_002_safety_rules-chunk-002,text,,What does Sensor T-200 monitor?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,vector_metadata_post_filter,3,1,1,1,1.0,0.5,0.3333,1.0,729.72,3,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002,text | text | text,E1,What does Sensor T-200 monitor?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,vector_metadata_post_filter,5,1,1,1,1.0,0.5,0.2,1.0,729.72,5,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,What does Sensor T-200 monitor?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,bm25_vector_rrf_unfiltered,1,1,1,1,1.0,1.0,1.0,1.0,4419.48,1,doc_001_equipment-chunk-001,text,E1,What does Sensor T-200 monitor?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,bm25_vector_rrf_unfiltered,3,1,1,1,1.0,1.0,0.3333,1.0,4419.48,3,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002,text | text | text,E1,What does Sensor T-200 monitor?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,bm25_vector_rrf_unfiltered,5,1,1,1,1.0,1.0,0.2,1.0,4419.48,5,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1,What does Sensor T-200 monitor?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,bm25_vector_rrf_metadata_filtered,1,1,1,1,1.0,1.0,1.0,1.0,730.44,1,doc_001_equipment-chunk-001,text,E1,What does Sensor T-200 monitor?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,bm25_vector_rrf_metadata_filtered,3,1,1,1,1.0,1.0,0.3333,1.0,730.44,3,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002,text | text | text,E1,What does Sensor T-200 monitor?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,bm25_vector_rrf_metadata_filtered,5,1,1,1,1.0,1.0,0.2,1.0,730.44,5,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1,What does Sensor T-200 monitor?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,router_metadata_filter,1,1,1,1,1.0,1.0,1.0,1.0,4419.48,1,doc_001_equipment-chunk-001,text,E1,What does Sensor T-200 monitor?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,router_metadata_filter,3,1,1,1,1.0,1.0,0.3333,1.0,4419.48,3,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002,text | text | text,E1,What does Sensor T-200 monitor?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0006,entity_relation,easy,text,router_metadata_filter,5,1,1,1,1.0,1.0,0.2,1.0,4419.48,5,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1,What does Sensor T-200 monitor?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,bm25_unfiltered,1,1,1,1,1.0,1.0,1.0,1.0,0.74,1,doc_002_safety_rules-chunk-001,text,E1,What is the design pressure of Pipeline-7A?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,bm25_unfiltered,3,1,1,1,1.0,1.0,0.3333,1.0,0.74,3,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003,text | text | text,E1,What is the design pressure of Pipeline-7A?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,bm25_unfiltered,5,1,1,1,1.0,1.0,0.2,1.0,0.74,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-002,text | text | text | text | image,E1,What is the design pressure of Pipeline-7A?,all,14,14,0.0,,text,0.8,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,bm25_metadata_filtered,1,1,1,1,1.0,1.0,1.0,1.0,0.59,1,doc_002_safety_rules-chunk-001,text,E1,What is the design pressure of Pipeline-7A?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,bm25_metadata_filtered,3,1,1,1,1.0,1.0,0.3333,1.0,0.59,3,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003,text | text | text,E1,What is the design pressure of Pipeline-7A?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,bm25_metadata_filtered,5,1,1,1,1.0,1.0,0.2,1.0,0.59,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E1,What is the design pressure of Pipeline-7A?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,vector_unfiltered,1,1,1,1,1.0,1.0,1.0,1.0,712.83,1,doc_002_safety_rules-chunk-001,text,E1,What is the design pressure of Pipeline-7A?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,vector_unfiltered,3,1,1,1,1.0,1.0,0.3333,1.0,712.83,3,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_002_safety_rules-chunk-000,text | table | text,E1,What is the design pressure of Pipeline-7A?,all,14,14,0.0,,text,0.6667,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,vector_unfiltered,5,1,1,1,1.0,1.0,0.2,1.0,712.83,5,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-002 | doc_003_incident_report-chunk-002,text | table | text | image | text,E1,What is the design pressure of Pipeline-7A?,all,14,14,0.0,,text,0.6,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,vector_metadata_post_filter,1,1,1,1,1.0,1.0,1.0,1.0,688.36,1,doc_002_safety_rules-chunk-001,text,E1,What is the design pressure of Pipeline-7A?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,vector_metadata_post_filter,3,1,1,1,1.0,1.0,0.3333,1.0,688.36,3,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002,text | text | text,E1,What is the design pressure of Pipeline-7A?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,vector_metadata_post_filter,5,1,1,1,1.0,1.0,0.2,1.0,688.36,5,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001,text | text | text | text | text,E1,What is the design pressure of Pipeline-7A?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,bm25_vector_rrf_unfiltered,1,1,1,1,1.0,1.0,1.0,1.0,713.64,1,doc_002_safety_rules-chunk-001,text,E1,What is the design pressure of Pipeline-7A?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,bm25_vector_rrf_unfiltered,3,1,1,1,1.0,1.0,0.3333,1.0,713.64,3,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-001,text | text | table,E1,What is the design pressure of Pipeline-7A?,all,14,14,0.0,,text,0.6667,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,bm25_vector_rrf_unfiltered,5,1,1,1,1.0,1.0,0.2,1.0,713.64,5,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-001 | doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-000,text | text | table | image | text,E1,What is the design pressure of Pipeline-7A?,all,14,14,0.0,,text,0.6,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,bm25_vector_rrf_metadata_filtered,1,1,1,1,1.0,1.0,1.0,1.0,689.0,1,doc_002_safety_rules-chunk-001,text,E1,What is the design pressure of Pipeline-7A?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,bm25_vector_rrf_metadata_filtered,3,1,1,1,1.0,1.0,0.3333,1.0,689.0,3,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000,text | text | text,E1,What is the design pressure of Pipeline-7A?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,bm25_vector_rrf_metadata_filtered,5,1,1,1,1.0,1.0,0.2,1.0,689.0,5,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1,What is the design pressure of Pipeline-7A?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,router_metadata_filter,1,1,1,1,1.0,1.0,1.0,1.0,713.64,1,doc_002_safety_rules-chunk-001,text,E1,What is the design pressure of Pipeline-7A?,all,14,14,0.0,unfiltered_text_default,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,router_metadata_filter,3,1,1,1,1.0,1.0,0.3333,1.0,713.64,3,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-001,text | text | table,E1,What is the design pressure of Pipeline-7A?,all,14,14,0.0,unfiltered_text_default,text,0.6667,False
metadata_filter_ablation_v0_001,EVAL-0007,numeric,easy,text,router_metadata_filter,5,1,1,1,1.0,1.0,0.2,1.0,713.64,5,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-001 | doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-000,text | text | table | image | text,E1,What is the design pressure of Pipeline-7A?,all,14,14,0.0,unfiltered_text_default,text,0.6,False
metadata_filter_ablation_v0_001,EVAL-0008,numeric,easy,text,bm25_unfiltered,1,1,1,1,1.0,1.0,1.0,1.0,0.76,1,doc_002_safety_rules-chunk-001,text,E1,What is the alarm threshold for Pipeline-7A?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0008,numeric,easy,text,bm25_unfiltered,3,1,1,1,1.0,1.0,0.3333,1.0,0.76,3,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-000,text | table | text,E1,What is the alarm threshold for Pipeline-7A?,all,14,14,0.0,,text,0.6667,False
metadata_filter_ablation_v0_001,EVAL-0008,numeric,easy,text,bm25_unfiltered,5,1,1,1,1.0,1.0,0.2,1.0,0.76,5,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-000,text | table | text | text | text,E1,What is the alarm threshold for Pipeline-7A?,all,14,14,0.0,,text,0.8,False
metadata_filter_ablation_v0_001,EVAL-0008,numeric,easy,text,bm25_metadata_filtered,1,1,1,1,1.0,1.0,1.0,1.0,0.62,1,doc_002_safety_rules-chunk-001,text,E1,What is the alarm threshold for Pipeline-7A?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0008,numeric,easy,text,bm25_metadata_filtered,3,1,1,1,1.0,1.0,0.3333,1.0,0.62,3,doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002,text | text | text,E1,What is the alarm threshold for Pipeline-7A?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0008,numeric,easy,text,bm25_metadata_filtered,5,1,1,1,1.0,1.0,0.2,1.0,0.62,5,doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003,text | text | text | text | text,E1,What is the alarm threshold for Pipeline-7A?,text,14,12,0.1429,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0008,numeric,easy,text,vector_unfiltered,1,1,1,1,1.0,1.0,1.0,1.0,716.63,1,doc_002_safety_rules-chunk-001,text,E1,What is the alarm threshold for Pipeline-7A?,all,14,14,0.0,,text,1.0,False
metadata_filter_ablation_v0_001,EVAL-0008,numeric,easy,text,vector_unfiltered,3,1,1,1,1.0,1.0,0.3333,1.0,716.63,3,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-003,text | table | text,E1,What is the alarm threshold for Pipeline-7A?,all,14,14,0.0,,text,0.6667,False
