run_id,sample_id,question_type,difficulty,modalities,strategy,k,expected_evidence_count,hit_evidence_count,hit_at_k,recall_at_k,mrr,context_precision,context_recall,latency_ms,returned_chunks,chunk_ids,content_types,hit_evidence_ids,question
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,bm25_vector_rrf,10,1,1,1,1.0,1.0,0.1,1.0,7172.7,10,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-002,text | text | text | text | text | text | text | text | text | image,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,bm25_vector_graph_rrf,1,1,1,1,1.0,1.0,1.0,1.0,12029.83,1,doc_002_safety_rules-chunk-000,text,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,bm25_vector_graph_rrf,3,1,1,1,1.0,1.0,0.3333,1.0,12029.83,3,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000,text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,bm25_vector_graph_rrf,5,1,1,1,1.0,1.0,0.2,1.0,12029.83,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0004,entity_relation,easy,text,bm25_vector_graph_rrf,10,1,1,1,1.0,1.0,0.1,1.0,12029.83,10,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-003 | doc_004_pipeline_inspection-chunk-000 | doc_004_pipeline_inspection-chunk-002,text | text | text | text | text | text | text | text | text | image,E1,What does Safety-Regulation-42 require for BluePump-X100?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25,1,3,2,1,0.6667,1.0,1.0,0.6667,0.93,1,doc_001_equipment-chunk-001,text,E1 | E2,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25,3,3,3,1,1.0,1.0,0.6667,1.0,0.93,3,doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000,text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25,5,3,3,1,1.0,1.0,0.4,1.0,0.93,5,doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25,10,3,3,1,1.0,1.0,0.2,1.0,0.93,10,doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-001,text | text | text | text | text | text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,vector,1,3,1,1,0.3333,1.0,1.0,0.3333,737.85,1,doc_001_equipment-chunk-002,text,E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,vector,3,3,3,1,1.0,1.0,0.6667,1.0,737.85,3,doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001,text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,vector,5,3,3,1,1.0,1.0,0.4,1.0,737.85,5,doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,vector,10,3,3,1,1.0,1.0,0.2,1.0,737.85,10,doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_004_pipeline_inspection-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text | table | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,graph,1,3,1,1,0.3333,1.0,1.0,0.3333,4530.61,1,doc_001_equipment-chunk-002,text,E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,graph,3,3,3,1,1.0,1.0,0.6667,1.0,4530.61,3,doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001,text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,graph,5,3,3,1,1.0,1.0,0.4,1.0,4530.61,5,doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,graph,10,3,3,1,1.0,1.0,0.2,1.0,4530.61,10,doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-000,text | text | text | text | text | text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_vector_rrf,1,3,1,1,0.3333,1.0,1.0,0.3333,738.84,1,doc_001_equipment-chunk-002,text,E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_vector_rrf,3,3,3,1,1.0,1.0,0.6667,1.0,738.84,3,doc_001_equipment-chunk-002 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002,text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_vector_rrf,5,3,3,1,1.0,1.0,0.4,1.0,738.84,5,doc_001_equipment-chunk-002 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_vector_rrf,10,3,3,1,1.0,1.0,0.2,1.0,738.84,10,doc_001_equipment-chunk-002 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_004_pipeline_inspection-chunk-000 | doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-001 | doc_001_equipment-chunk-003,text | text | text | text | text | text | text | text | table | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_vector_graph_rrf,1,3,1,1,0.3333,1.0,1.0,0.3333,5269.44,1,doc_001_equipment-chunk-002,text,E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_vector_graph_rrf,3,3,3,1,1.0,1.0,0.6667,1.0,5269.44,3,doc_001_equipment-chunk-002 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002,text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_vector_graph_rrf,5,3,3,1,1.0,1.0,0.4,1.0,5269.44,5,doc_001_equipment-chunk-002 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0005,cross_paragraph,medium,text,bm25_vector_graph_rrf,10,3,3,1,1.0,1.0,0.2,1.0,5269.44,10,doc_001_equipment-chunk-002 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-000,text | text | text | text | text | text | text | text | text | text,E1 | E2 | E3,Which sensors report to ControlSystem-CS1?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,bm25,1,1,1,1,1.0,1.0,1.0,1.0,0.71,1,doc_001_equipment-chunk-001,text,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,bm25,3,1,1,1,1.0,1.0,0.3333,1.0,0.71,3,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002,text | text | text,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,bm25,5,1,1,1,1.0,1.0,0.2,1.0,0.71,5,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,bm25,10,1,1,1,1.0,1.0,0.1,1.0,0.71,10,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text | text | text | text | text | text,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,vector,1,1,0,0,0.0,0.0,0.0,0.0,663.59,1,doc_002_safety_rules-chunk-002,text,,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,vector,3,1,1,1,1.0,0.5,0.3333,1.0,663.59,3,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002,text | text | text,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,vector,5,1,1,1,1.0,0.5,0.2,1.0,663.59,5,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,vector,10,1,1,1,1.0,0.5,0.1,1.0,663.59,10,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-001 | doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-002,text | text | text | text | text | text | text | table | text | image,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,graph,1,1,0,0,0.0,0.0,0.0,0.0,686.21,1,doc_002_safety_rules-chunk-002,text,,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,graph,3,1,1,1,1.0,0.5,0.3333,1.0,686.21,3,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002,text | text | text,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,graph,5,1,1,1,1.0,0.5,0.2,1.0,686.21,5,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,graph,10,1,1,1,1.0,0.5,0.1,1.0,686.21,10,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-001,text | text | text | text | text | text | text | text | text | text,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,bm25_vector_rrf,1,1,1,1,1.0,1.0,1.0,1.0,664.36,1,doc_001_equipment-chunk-001,text,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,bm25_vector_rrf,3,1,1,1,1.0,1.0,0.3333,1.0,664.36,3,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002,text | text | text,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,bm25_vector_rrf,5,1,1,1,1.0,1.0,0.2,1.0,664.36,5,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,bm25_vector_rrf,10,1,1,1,1.0,1.0,0.1,1.0,664.36,10,doc_001_equipment-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-000 | doc_004_pipeline_inspection-chunk-001,text | text | text | text | text | text | text | text | text | table,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,bm25_vector_graph_rrf,1,1,1,1,1.0,1.0,1.0,1.0,1350.56,1,doc_001_equipment-chunk-001,text,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,bm25_vector_graph_rrf,3,1,1,1,1.0,1.0,0.3333,1.0,1350.56,3,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-002,text | text | text,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,bm25_vector_graph_rrf,5,1,1,1,1.0,1.0,0.2,1.0,1350.56,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0006,entity_relation,easy,text,bm25_vector_graph_rrf,10,1,1,1,1.0,1.0,0.1,1.0,1350.56,10,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003,text | text | text | text | text | text | text | text | text | text,E1,What does Sensor T-200 monitor?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,bm25,1,1,1,1,1.0,1.0,1.0,1.0,0.75,1,doc_002_safety_rules-chunk-001,text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,bm25,3,1,1,1,1.0,1.0,0.3333,1.0,0.75,3,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003,text | text | text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,bm25,5,1,1,1,1.0,1.0,0.2,1.0,0.75,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-002,text | text | text | text | image,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,bm25,10,1,1,1,1.0,1.0,0.1,1.0,0.75,10,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-002 | doc_003_incident_report-chunk-003 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001,text | text | text | text | image | text | table | text | text | text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,vector,1,1,1,1,1.0,1.0,1.0,1.0,705.97,1,doc_002_safety_rules-chunk-001,text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,vector,3,1,1,1,1.0,1.0,0.3333,1.0,705.97,3,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_002_safety_rules-chunk-000,text | table | text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,vector,5,1,1,1,1.0,1.0,0.2,1.0,705.97,5,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-002 | doc_003_incident_report-chunk-002,text | table | text | image | text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,vector,10,1,1,1,1.0,1.0,0.1,1.0,705.97,10,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-002 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_004_pipeline_inspection-chunk-000,text | table | text | image | text | text | text | text | text | text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,graph,1,1,1,1,1.0,1.0,1.0,1.0,800.79,1,doc_002_safety_rules-chunk-001,text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,graph,3,1,1,1,1.0,1.0,0.3333,1.0,800.79,3,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002,text | text | text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,graph,5,1,1,1,1.0,1.0,0.2,1.0,800.79,5,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001,text | text | text | text | text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,graph,10,1,1,1,1.0,1.0,0.1,1.0,800.79,10,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002,text | text | text | text | text | text | text | text | text | text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,bm25_vector_rrf,1,1,1,1,1.0,1.0,1.0,1.0,706.78,1,doc_002_safety_rules-chunk-001,text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,bm25_vector_rrf,3,1,1,1,1.0,1.0,0.3333,1.0,706.78,3,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-001,text | text | table,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,bm25_vector_rrf,5,1,1,1,1.0,1.0,0.2,1.0,706.78,5,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-001 | doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-000,text | text | table | image | text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,bm25_vector_rrf,10,1,1,1,1.0,1.0,0.1,1.0,706.78,10,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-001 | doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-000,text | text | table | image | text | text | text | text | text | text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,bm25_vector_graph_rrf,1,1,1,1,1.0,1.0,1.0,1.0,1507.57,1,doc_002_safety_rules-chunk-001,text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,bm25_vector_graph_rrf,3,1,1,1,1.0,1.0,0.3333,1.0,1507.57,3,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000,text | text | text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,bm25_vector_graph_rrf,5,1,1,1,1.0,1.0,0.2,1.0,1507.57,5,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0007,numeric,easy,text,bm25_vector_graph_rrf,10,1,1,1,1.0,1.0,0.1,1.0,1507.57,10,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_004_pipeline_inspection-chunk-002 | doc_003_incident_report-chunk-000,text | text | text | text | text | text | text | table | image | text,E1,What is the design pressure of Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0008,numeric,easy,text,bm25,1,1,1,1,1.0,1.0,1.0,1.0,0.74,1,doc_002_safety_rules-chunk-001,text,E1,What is the alarm threshold for Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0008,numeric,easy,text,bm25,3,1,1,1,1.0,1.0,0.3333,1.0,0.74,3,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-000,text | table | text,E1,What is the alarm threshold for Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0008,numeric,easy,text,bm25,5,1,1,1,1.0,1.0,0.2,1.0,0.74,5,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-000,text | table | text | text | text,E1,What is the alarm threshold for Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0008,numeric,easy,text,bm25,10,1,1,1,1.0,1.0,0.1,1.0,0.74,10,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-000 | doc_004_pipeline_inspection-chunk-002 | doc_003_incident_report-chunk-001,text | table | text | text | text | text | text | text | image | text,E1,What is the alarm threshold for Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0008,numeric,easy,text,vector,1,1,1,1,1.0,1.0,1.0,1.0,704.69,1,doc_002_safety_rules-chunk-001,text,E1,What is the alarm threshold for Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0008,numeric,easy,text,vector,3,1,1,1,1.0,1.0,0.3333,1.0,704.69,3,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-003,text | table | text,E1,What is the alarm threshold for Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0008,numeric,easy,text,vector,5,1,1,1,1.0,1.0,0.2,1.0,704.69,5,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002,text | table | text | text | text,E1,What is the alarm threshold for Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0008,numeric,easy,text,vector,10,1,1,1,1.0,1.0,0.1,1.0,704.69,10,doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-000 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-001 | doc_002_safety_rules-chunk-002,text | table | text | text | text | text | text | text | text | text,E1,What is the alarm threshold for Pipeline-7A?
hybrid_retrieval_v0_001,EVAL-0008,numeric,easy,text,graph,1,1,1,1,1.0,1.0,1.0,1.0,856.39,1,doc_002_safety_rules-chunk-001,text,E1,What is the alarm threshold for Pipeline-7A?
