run_id,sample_id,question_type,difficulty,modalities,strategy,k,expected_evidence_count,hit_evidence_count,hit_at_k,recall_at_k,mrr,context_precision,context_recall,latency_ms,returned_chunks,chunk_ids,content_types,hit_evidence_ids,question,evidence_rank_improved,evidence_rank_worsened,evidence_lost_after_rerank,evidence_gained_after_rerank
rerank_ablation_v0_001,EVAL-0008,numeric,easy,text,bm25_vector_rrf_q015_rerank,5,1,0,0,0.0,0.0,0.0,0.0,658.96,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,,What is the alarm threshold for Pipeline-7A?,0,0,1,0
rerank_ablation_v0_001,EVAL-0008,numeric,easy,text,bm25_vector_graph_rrf_query_rerank,5,1,1,1,1.0,1.0,0.2,1.0,1353.17,5,doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-001,text | text | table | text | text,E1,What is the alarm threshold for Pipeline-7A?,0,0,0,0
rerank_ablation_v0_001,EVAL-0008,numeric,easy,text,bm25_vector_graph_rrf_q015_rerank,5,1,0,0,0.0,0.0,0.0,0.0,1353.22,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,,What is the alarm threshold for Pipeline-7A?,0,0,1,0
rerank_ablation_v0_001,EVAL-0009,numeric,medium,text,bm25,5,1,1,1,1.0,1.0,0.2,1.0,0.77,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-002 | doc_004_pipeline_inspection-chunk-000,text | text | text | text | text,E1,When must Sensor P-210 trigger a high-pressure alarm?,0,0,0,0
rerank_ablation_v0_001,EVAL-0009,numeric,medium,text,vector,5,1,1,1,1.0,1.0,0.2,1.0,675.75,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_004_pipeline_inspection-chunk-001 | doc_002_safety_rules-chunk-002,text | text | text | table | text,E1,When must Sensor P-210 trigger a high-pressure alarm?,0,0,0,0
rerank_ablation_v0_001,EVAL-0009,numeric,medium,text,graph,5,1,1,1,1.0,1.0,0.2,1.0,709.31,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E1,When must Sensor P-210 trigger a high-pressure alarm?,0,0,0,0
rerank_ablation_v0_001,EVAL-0009,numeric,medium,text,bm25_vector_rrf,5,1,1,1,1.0,1.0,0.2,1.0,676.59,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-002 | doc_004_pipeline_inspection-chunk-001,text | text | text | text | table,E1,When must Sensor P-210 trigger a high-pressure alarm?,0,0,0,0
rerank_ablation_v0_001,EVAL-0009,numeric,medium,text,bm25_vector_graph_rrf,5,1,1,1,1.0,1.0,0.2,1.0,1385.89,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-002,text | text | text | text | text,E1,When must Sensor P-210 trigger a high-pressure alarm?,0,0,0,0
rerank_ablation_v0_001,EVAL-0009,numeric,medium,text,bm25_vector_rrf_query_rerank,5,1,1,1,1.0,1.0,0.2,1.0,676.73,5,doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_001_equipment-chunk-000,text | text | text | text | text,E1,When must Sensor P-210 trigger a high-pressure alarm?,0,0,0,0
rerank_ablation_v0_001,EVAL-0009,numeric,medium,text,bm25_vector_rrf_q015_rerank,5,1,0,0,0.0,0.0,0.0,0.0,676.75,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000,text | text | text | text | text,,When must Sensor P-210 trigger a high-pressure alarm?,0,0,1,0
rerank_ablation_v0_001,EVAL-0009,numeric,medium,text,bm25_vector_graph_rrf_query_rerank,5,1,1,1,1.0,1.0,0.2,1.0,1386.02,5,doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_001_equipment-chunk-000,text | text | text | text | text,E1,When must Sensor P-210 trigger a high-pressure alarm?,0,0,0,0
rerank_ablation_v0_001,EVAL-0009,numeric,medium,text,bm25_vector_graph_rrf_q015_rerank,5,1,0,0,0.0,0.0,0.0,0.0,1386.04,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,,When must Sensor P-210 trigger a high-pressure alarm?,0,0,1,0
rerank_ablation_v0_001,EVAL-0010,causal_reasoning,medium,text,bm25,5,3,3,1,1.0,1.0,0.4,1.0,0.7,5,doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2 | E3,What happened in incident IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0010,causal_reasoning,medium,text,vector,5,3,3,1,1.0,1.0,0.4,1.0,662.25,5,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2 | E3,What happened in incident IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0010,causal_reasoning,medium,text,graph,5,3,3,1,1.0,1.0,0.4,1.0,728.86,5,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-002,text | text | text | text | text,E1 | E2 | E3,What happened in incident IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0010,causal_reasoning,medium,text,bm25_vector_rrf,5,3,3,1,1.0,1.0,0.4,1.0,663.01,5,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2 | E3,What happened in incident IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0010,causal_reasoning,medium,text,bm25_vector_graph_rrf,5,3,3,1,1.0,1.0,0.4,1.0,1391.87,5,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-002,text | text | text | text | text,E1 | E2 | E3,What happened in incident IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0010,causal_reasoning,medium,text,bm25_vector_rrf_query_rerank,5,3,3,1,1.0,1.0,0.4,1.0,663.12,5,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2 | E3,What happened in incident IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0010,causal_reasoning,medium,text,bm25_vector_rrf_q015_rerank,5,3,1,1,0.3333,1.0,0.2,0.3333,663.18,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E3,What happened in incident IR-2024-017?,1,0,2,0
rerank_ablation_v0_001,EVAL-0010,causal_reasoning,medium,text,bm25_vector_graph_rrf_query_rerank,5,3,3,1,1.0,1.0,0.4,1.0,1391.95,5,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-000,text | text | text | text | text,E1 | E2 | E3,What happened in incident IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0010,causal_reasoning,medium,text,bm25_vector_graph_rrf_q015_rerank,5,3,1,1,0.3333,1.0,0.2,0.3333,1392.02,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E3,What happened in incident IR-2024-017?,1,0,2,0
rerank_ablation_v0_001,EVAL-0011,cross_document,hard,text,bm25,5,2,2,1,1.0,1.0,0.4,1.0,0.79,5,doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1 | E2,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0011,cross_document,hard,text,vector,5,2,2,1,1.0,1.0,0.4,1.0,700.67,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0011,cross_document,hard,text,graph,5,2,2,1,1.0,1.0,0.4,1.0,745.62,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0011,cross_document,hard,text,bm25_vector_rrf,5,2,2,1,1.0,1.0,0.4,1.0,701.52,5,doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1 | E2,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0011,cross_document,hard,text,bm25_vector_graph_rrf,5,2,2,1,1.0,1.0,0.4,1.0,1447.13,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1 | E2,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0011,cross_document,hard,text,bm25_vector_rrf_query_rerank,5,2,2,1,1.0,1.0,0.4,1.0,701.68,5,doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_004_pipeline_inspection-chunk-000,text | text | text | text | text,E1 | E2,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0011,cross_document,hard,text,bm25_vector_rrf_q015_rerank,5,2,1,1,0.5,0.2,0.2,0.5,701.75,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E1,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?,0,1,1,0
rerank_ablation_v0_001,EVAL-0011,cross_document,hard,text,bm25_vector_graph_rrf_query_rerank,5,2,2,1,1.0,1.0,0.4,1.0,1447.38,5,doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001,text | text | text | text | text,E1 | E2,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?,1,0,0,0
rerank_ablation_v0_001,EVAL-0011,cross_document,hard,text,bm25_vector_graph_rrf_q015_rerank,5,2,1,1,0.5,0.2,0.2,0.5,1447.29,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E1,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?,0,1,1,0
rerank_ablation_v0_001,EVAL-0012,cross_document,hard,text,bm25,5,2,1,1,0.5,1.0,0.2,0.5,0.82,5,doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001 | doc_004_pipeline_inspection-chunk-000 | doc_004_pipeline_inspection-chunk-001,text | text | text | text | table,E1,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?,0,0,0,0
rerank_ablation_v0_001,EVAL-0012,cross_document,hard,text,vector,5,2,2,1,1.0,0.5,0.4,1.0,707.64,5,doc_004_pipeline_inspection-chunk-001 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_004_pipeline_inspection-chunk-000,table | text | text | text | text,E1 | E2,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?,0,0,0,0
rerank_ablation_v0_001,EVAL-0012,cross_document,hard,text,graph,5,2,2,1,1.0,1.0,0.4,1.0,782.09,5,doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002,text | text | text | text | text,E1 | E2,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?,0,0,0,0
rerank_ablation_v0_001,EVAL-0012,cross_document,hard,text,bm25_vector_rrf,5,2,2,1,1.0,1.0,0.4,1.0,708.51,5,doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-000,text | table | text | text | text,E1 | E2,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?,0,0,0,0
rerank_ablation_v0_001,EVAL-0012,cross_document,hard,text,bm25_vector_graph_rrf,5,2,2,1,1.0,1.0,0.4,1.0,1490.6,5,doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001,text | text | text | text | text,E1 | E2,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?,0,0,0,0
rerank_ablation_v0_001,EVAL-0012,cross_document,hard,text,bm25_vector_rrf_query_rerank,5,2,1,1,0.5,1.0,0.2,0.5,708.66,5,doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?,0,0,1,0
rerank_ablation_v0_001,EVAL-0012,cross_document,hard,text,bm25_vector_rrf_q015_rerank,5,2,1,1,0.5,0.25,0.2,0.5,708.67,5,doc_003_incident_report-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?,0,1,1,0
rerank_ablation_v0_001,EVAL-0012,cross_document,hard,text,bm25_vector_graph_rrf_query_rerank,5,2,1,1,0.5,1.0,0.2,0.5,1490.73,5,doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001,text | text | text | text | text,E1,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?,0,0,1,0
rerank_ablation_v0_001,EVAL-0012,cross_document,hard,text,bm25_vector_graph_rrf_q015_rerank,5,2,0,0,0.0,0.0,0.0,0.0,1490.75,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?,0,0,2,0
rerank_ablation_v0_001,EVAL-0013,entity_relation,easy,text,bm25,5,1,1,1,1.0,1.0,0.2,1.0,0.81,5,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,Which components must be inspected after an abnormal temperature report from Sensor T-200?,0,0,0,0
rerank_ablation_v0_001,EVAL-0013,entity_relation,easy,text,vector,5,1,1,1,1.0,1.0,0.2,1.0,698.48,5,doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-003 | doc_004_pipeline_inspection-chunk-000,text | text | text | text | text,E1,Which components must be inspected after an abnormal temperature report from Sensor T-200?,0,0,0,0
rerank_ablation_v0_001,EVAL-0013,entity_relation,easy,text,graph,5,1,1,1,1.0,1.0,0.2,1.0,805.04,5,doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-003 | doc_001_equipment-chunk-001,text | text | text | text | text,E1,Which components must be inspected after an abnormal temperature report from Sensor T-200?,0,0,0,0
rerank_ablation_v0_001,EVAL-0013,entity_relation,easy,text,bm25_vector_rrf,5,1,1,1,1.0,1.0,0.2,1.0,699.35,5,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1,Which components must be inspected after an abnormal temperature report from Sensor T-200?,0,0,0,0
rerank_ablation_v0_001,EVAL-0013,entity_relation,easy,text,bm25_vector_graph_rrf,5,1,1,1,1.0,1.0,0.2,1.0,1504.37,5,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_001_equipment-chunk-001,text | text | text | text | text,E1,Which components must be inspected after an abnormal temperature report from Sensor T-200?,0,0,0,0
rerank_ablation_v0_001,EVAL-0013,entity_relation,easy,text,bm25_vector_rrf_query_rerank,5,1,1,1,1.0,1.0,0.2,1.0,699.5,5,doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1,Which components must be inspected after an abnormal temperature report from Sensor T-200?,0,0,0,0
rerank_ablation_v0_001,EVAL-0013,entity_relation,easy,text,bm25_vector_rrf_q015_rerank,5,1,1,1,1.0,0.3333,0.2,1.0,699.51,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E1,Which components must be inspected after an abnormal temperature report from Sensor T-200?,0,1,0,0
rerank_ablation_v0_001,EVAL-0013,entity_relation,easy,text,bm25_vector_graph_rrf_query_rerank,5,1,1,1,1.0,1.0,0.2,1.0,1504.51,5,doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1,Which components must be inspected after an abnormal temperature report from Sensor T-200?,0,0,0,0
rerank_ablation_v0_001,EVAL-0013,entity_relation,easy,text,bm25_vector_graph_rrf_q015_rerank,5,1,1,1,1.0,0.3333,0.2,1.0,1504.53,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E1,Which components must be inspected after an abnormal temperature report from Sensor T-200?,0,1,0,0
rerank_ablation_v0_001,EVAL-0014,causal_reasoning,medium,text,bm25,5,2,2,1,1.0,1.0,0.2,1.0,0.84,5,doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What maintenance action resolved the abnormal temperature in IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0014,causal_reasoning,medium,text,vector,5,2,2,1,1.0,0.5,0.2,1.0,666.63,5,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What maintenance action resolved the abnormal temperature in IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0014,causal_reasoning,medium,text,graph,5,2,2,1,1.0,0.5,0.2,1.0,736.32,5,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What maintenance action resolved the abnormal temperature in IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0014,causal_reasoning,medium,text,bm25_vector_rrf,5,2,2,1,1.0,1.0,0.2,1.0,667.53,5,doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What maintenance action resolved the abnormal temperature in IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0014,causal_reasoning,medium,text,bm25_vector_graph_rrf,5,2,2,1,1.0,0.5,0.2,1.0,1403.84,5,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What maintenance action resolved the abnormal temperature in IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0014,causal_reasoning,medium,text,bm25_vector_rrf_query_rerank,5,2,2,1,1.0,1.0,0.2,1.0,667.67,5,doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What maintenance action resolved the abnormal temperature in IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0014,causal_reasoning,medium,text,bm25_vector_rrf_q015_rerank,5,2,2,1,1.0,0.25,0.2,1.0,667.69,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E1 | E2,What maintenance action resolved the abnormal temperature in IR-2024-017?,0,2,0,0
rerank_ablation_v0_001,EVAL-0014,causal_reasoning,medium,text,bm25_vector_graph_rrf_query_rerank,5,2,2,1,1.0,1.0,0.2,1.0,1403.95,5,doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2,What maintenance action resolved the abnormal temperature in IR-2024-017?,2,0,0,0
rerank_ablation_v0_001,EVAL-0014,causal_reasoning,medium,text,bm25_vector_graph_rrf_q015_rerank,5,2,2,1,1.0,0.25,0.2,1.0,1403.98,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,E1 | E2,What maintenance action resolved the abnormal temperature in IR-2024-017?,0,2,0,0
rerank_ablation_v0_001,EVAL-0015,global_summary,hard,text,bm25,5,4,1,1,0.25,1.0,0.2,0.25,0.82,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-000,text | text | text | text | text,E2,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.,0,0,0,0
rerank_ablation_v0_001,EVAL-0015,global_summary,hard,text,vector,5,4,1,1,0.25,1.0,0.2,0.25,710.2,5,doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E2,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.,0,0,0,0
rerank_ablation_v0_001,EVAL-0015,global_summary,hard,text,graph,5,4,1,1,0.25,1.0,0.2,0.25,725.72,5,doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,text | text | text | text | text,E2,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.,0,0,0,0
rerank_ablation_v0_001,EVAL-0015,global_summary,hard,text,bm25_vector_rrf,5,4,1,1,0.25,1.0,0.2,0.25,711.08,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,E2,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.,0,0,0,0
rerank_ablation_v0_001,EVAL-0015,global_summary,hard,text,bm25_vector_graph_rrf,5,4,1,1,0.25,1.0,0.2,0.25,1436.79,5,doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,E2,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.,0,0,0,0
rerank_ablation_v0_001,EVAL-0015,global_summary,hard,text,bm25_vector_rrf_query_rerank,5,4,1,1,0.25,1.0,0.2,0.25,711.22,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000,text | text | text | text | text,E2,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.,0,0,0,0
rerank_ablation_v0_001,EVAL-0015,global_summary,hard,text,bm25_vector_rrf_q015_rerank,5,4,3,1,0.75,1.0,0.6,0.75,711.26,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,E1 | E2 | E4,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.,0,1,0,2
rerank_ablation_v0_001,EVAL-0015,global_summary,hard,text,bm25_vector_graph_rrf_query_rerank,5,4,1,1,0.25,1.0,0.2,0.25,1436.93,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-000,text | text | text | text | text,E2,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.,0,0,0,0
