run_id,sample_id,question_type,difficulty,chunking_strategy,retrieval_strategy,k,expected_evidence_count,hit_evidence_count,hit_at_k,recall_at_k,mrr,context_precision,context_recall,latency_ms,returned_chunks,chunk_ids,question
chunking_ablation_v0_001,EVAL-0002,fact,easy,structure_aware,vector,1,1,1,1,1.0,1.0,1.0,1.0,335.83,1,doc_001_equipment-chunk-000,Which pipeline does BluePump-X100 move cooling water through?
chunking_ablation_v0_001,EVAL-0002,fact,easy,structure_aware,vector,3,1,1,1,1.0,1.0,0.3333,1.0,335.83,3,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001,Which pipeline does BluePump-X100 move cooling water through?
chunking_ablation_v0_001,EVAL-0002,fact,easy,structure_aware,vector,5,1,1,1,1.0,1.0,0.2,1.0,335.83,5,doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002,Which pipeline does BluePump-X100 move cooling water through?
chunking_ablation_v0_001,EVAL-0003,fact,easy,structure_aware,bm25,1,2,2,1,1.0,1.0,1.0,1.0,0.51,1,doc_001_equipment-chunk-003,What is Filter-F33?
chunking_ablation_v0_001,EVAL-0003,fact,easy,structure_aware,bm25,3,2,2,1,1.0,1.0,0.3333,1.0,0.51,3,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,What is Filter-F33?
chunking_ablation_v0_001,EVAL-0003,fact,easy,structure_aware,bm25,5,2,2,1,1.0,1.0,0.2,1.0,0.51,5,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,What is Filter-F33?
chunking_ablation_v0_001,EVAL-0003,fact,easy,structure_aware,vector,1,2,2,1,1.0,1.0,1.0,1.0,346.73,1,doc_001_equipment-chunk-003,What is Filter-F33?
chunking_ablation_v0_001,EVAL-0003,fact,easy,structure_aware,vector,3,2,2,1,1.0,1.0,0.3333,1.0,346.73,3,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,What is Filter-F33?
chunking_ablation_v0_001,EVAL-0003,fact,easy,structure_aware,vector,5,2,2,1,1.0,1.0,0.2,1.0,346.73,5,doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,What is Filter-F33?
chunking_ablation_v0_001,EVAL-0004,entity_relation,easy,structure_aware,bm25,1,1,1,1,1.0,1.0,1.0,1.0,0.55,1,doc_002_safety_rules-chunk-000,What does Safety-Regulation-42 require for BluePump-X100?
chunking_ablation_v0_001,EVAL-0004,entity_relation,easy,structure_aware,bm25,3,1,1,1,1.0,1.0,0.3333,1.0,0.55,3,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001,What does Safety-Regulation-42 require for BluePump-X100?
chunking_ablation_v0_001,EVAL-0004,entity_relation,easy,structure_aware,bm25,5,1,1,1,1.0,1.0,0.2,1.0,0.55,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-000,What does Safety-Regulation-42 require for BluePump-X100?
chunking_ablation_v0_001,EVAL-0004,entity_relation,easy,structure_aware,vector,1,1,1,1,1.0,1.0,1.0,1.0,323.87,1,doc_002_safety_rules-chunk-000,What does Safety-Regulation-42 require for BluePump-X100?
chunking_ablation_v0_001,EVAL-0004,entity_relation,easy,structure_aware,vector,3,1,1,1,1.0,1.0,0.3333,1.0,323.87,3,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000,What does Safety-Regulation-42 require for BluePump-X100?
chunking_ablation_v0_001,EVAL-0004,entity_relation,easy,structure_aware,vector,5,1,1,1,1.0,1.0,0.2,1.0,323.87,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002,What does Safety-Regulation-42 require for BluePump-X100?
chunking_ablation_v0_001,EVAL-0005,cross_paragraph,medium,structure_aware,bm25,1,3,2,1,0.6667,1.0,1.0,0.6667,0.53,1,doc_001_equipment-chunk-001,Which sensors report to ControlSystem-CS1?
chunking_ablation_v0_001,EVAL-0005,cross_paragraph,medium,structure_aware,bm25,3,3,3,1,1.0,1.0,0.6667,1.0,0.53,3,doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000,Which sensors report to ControlSystem-CS1?
chunking_ablation_v0_001,EVAL-0005,cross_paragraph,medium,structure_aware,bm25,5,3,3,1,1.0,1.0,0.4,1.0,0.53,5,doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003,Which sensors report to ControlSystem-CS1?
chunking_ablation_v0_001,EVAL-0005,cross_paragraph,medium,structure_aware,vector,1,3,0,0,0.0,0.0,0.0,0.0,341.0,1,doc_001_equipment-chunk-002,Which sensors report to ControlSystem-CS1?
chunking_ablation_v0_001,EVAL-0005,cross_paragraph,medium,structure_aware,vector,3,3,2,1,0.6667,0.3333,0.3333,0.6667,341.0,3,doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001,Which sensors report to ControlSystem-CS1?
chunking_ablation_v0_001,EVAL-0005,cross_paragraph,medium,structure_aware,vector,5,3,2,1,0.6667,0.3333,0.2,0.6667,341.0,5,doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,Which sensors report to ControlSystem-CS1?
chunking_ablation_v0_001,EVAL-0006,entity_relation,easy,structure_aware,bm25,1,1,1,1,1.0,1.0,1.0,1.0,0.53,1,doc_001_equipment-chunk-001,What does Sensor T-200 monitor?
chunking_ablation_v0_001,EVAL-0006,entity_relation,easy,structure_aware,bm25,3,1,1,1,1.0,1.0,0.3333,1.0,0.53,3,doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-003,What does Sensor T-200 monitor?
chunking_ablation_v0_001,EVAL-0006,entity_relation,easy,structure_aware,bm25,5,1,1,1,1.0,1.0,0.2,1.0,0.53,5,doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002,What does Sensor T-200 monitor?
chunking_ablation_v0_001,EVAL-0006,entity_relation,easy,structure_aware,vector,1,1,0,0,0.0,0.0,0.0,0.0,339.15,1,doc_002_safety_rules-chunk-002,What does Sensor T-200 monitor?
chunking_ablation_v0_001,EVAL-0006,entity_relation,easy,structure_aware,vector,3,1,0,0,0.0,0.0,0.0,0.0,339.15,3,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002,What does Sensor T-200 monitor?
chunking_ablation_v0_001,EVAL-0006,entity_relation,easy,structure_aware,vector,5,1,0,0,0.0,0.0,0.0,0.0,339.15,5,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-001 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,What does Sensor T-200 monitor?
chunking_ablation_v0_001,EVAL-0007,numeric,easy,structure_aware,bm25,1,1,1,1,1.0,1.0,1.0,1.0,0.56,1,doc_002_safety_rules-chunk-001,What is the design pressure of Pipeline-7A?
chunking_ablation_v0_001,EVAL-0007,numeric,easy,structure_aware,bm25,3,1,1,1,1.0,1.0,0.3333,1.0,0.56,3,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003,What is the design pressure of Pipeline-7A?
chunking_ablation_v0_001,EVAL-0007,numeric,easy,structure_aware,bm25,5,1,1,1,1.0,1.0,0.2,1.0,0.56,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,What is the design pressure of Pipeline-7A?
chunking_ablation_v0_001,EVAL-0007,numeric,easy,structure_aware,vector,1,1,1,1,1.0,1.0,1.0,1.0,340.3,1,doc_002_safety_rules-chunk-001,What is the design pressure of Pipeline-7A?
chunking_ablation_v0_001,EVAL-0007,numeric,easy,structure_aware,vector,3,1,1,1,1.0,1.0,0.6667,1.0,340.3,3,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002,What is the design pressure of Pipeline-7A?
chunking_ablation_v0_001,EVAL-0007,numeric,easy,structure_aware,vector,5,1,1,1,1.0,1.0,0.4,1.0,340.3,5,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001,What is the design pressure of Pipeline-7A?
chunking_ablation_v0_001,EVAL-0008,numeric,easy,structure_aware,bm25,1,1,1,1,1.0,1.0,1.0,1.0,0.55,1,doc_002_safety_rules-chunk-001,What is the alarm threshold for Pipeline-7A?
chunking_ablation_v0_001,EVAL-0008,numeric,easy,structure_aware,bm25,3,1,1,1,1.0,1.0,0.3333,1.0,0.55,3,doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002,What is the alarm threshold for Pipeline-7A?
chunking_ablation_v0_001,EVAL-0008,numeric,easy,structure_aware,bm25,5,1,1,1,1.0,1.0,0.2,1.0,0.55,5,doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003,What is the alarm threshold for Pipeline-7A?
chunking_ablation_v0_001,EVAL-0008,numeric,easy,structure_aware,vector,1,1,1,1,1.0,1.0,1.0,1.0,354.2,1,doc_002_safety_rules-chunk-001,What is the alarm threshold for Pipeline-7A?
chunking_ablation_v0_001,EVAL-0008,numeric,easy,structure_aware,vector,3,1,1,1,1.0,1.0,0.3333,1.0,354.2,3,doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000,What is the alarm threshold for Pipeline-7A?
chunking_ablation_v0_001,EVAL-0008,numeric,easy,structure_aware,vector,5,1,1,1,1.0,1.0,0.2,1.0,354.2,5,doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-001,What is the alarm threshold for Pipeline-7A?
chunking_ablation_v0_001,EVAL-0009,numeric,medium,structure_aware,bm25,1,1,1,1,1.0,1.0,1.0,1.0,0.55,1,doc_002_safety_rules-chunk-001,When must Sensor P-210 trigger a high-pressure alarm?
chunking_ablation_v0_001,EVAL-0009,numeric,medium,structure_aware,bm25,3,1,1,1,1.0,1.0,0.3333,1.0,0.55,3,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000,When must Sensor P-210 trigger a high-pressure alarm?
chunking_ablation_v0_001,EVAL-0009,numeric,medium,structure_aware,bm25,5,1,1,1,1.0,1.0,0.2,1.0,0.55,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-002 | doc_001_equipment-chunk-000,When must Sensor P-210 trigger a high-pressure alarm?
chunking_ablation_v0_001,EVAL-0009,numeric,medium,structure_aware,vector,1,1,1,1,1.0,1.0,1.0,1.0,341.54,1,doc_002_safety_rules-chunk-001,When must Sensor P-210 trigger a high-pressure alarm?
chunking_ablation_v0_001,EVAL-0009,numeric,medium,structure_aware,vector,3,1,1,1,1.0,1.0,0.3333,1.0,341.54,3,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000,When must Sensor P-210 trigger a high-pressure alarm?
chunking_ablation_v0_001,EVAL-0009,numeric,medium,structure_aware,vector,5,1,1,1,1.0,1.0,0.2,1.0,341.54,5,doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-000,When must Sensor P-210 trigger a high-pressure alarm?
chunking_ablation_v0_001,EVAL-0010,causal_reasoning,medium,structure_aware,bm25,1,3,1,1,0.3333,1.0,1.0,0.3333,0.54,1,doc_003_incident_report-chunk-001,What happened in incident IR-2024-017?
chunking_ablation_v0_001,EVAL-0010,causal_reasoning,medium,structure_aware,bm25,3,3,3,1,1.0,1.0,0.6667,1.0,0.54,3,doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,What happened in incident IR-2024-017?
chunking_ablation_v0_001,EVAL-0010,causal_reasoning,medium,structure_aware,bm25,5,3,3,1,1.0,1.0,0.4,1.0,0.54,5,doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-000,What happened in incident IR-2024-017?
chunking_ablation_v0_001,EVAL-0010,causal_reasoning,medium,structure_aware,vector,1,3,3,1,1.0,1.0,1.0,1.0,344.46,1,doc_003_incident_report-chunk-000,What happened in incident IR-2024-017?
chunking_ablation_v0_001,EVAL-0010,causal_reasoning,medium,structure_aware,vector,3,3,3,1,1.0,1.0,0.3333,1.0,344.46,3,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001,What happened in incident IR-2024-017?
chunking_ablation_v0_001,EVAL-0010,causal_reasoning,medium,structure_aware,vector,5,3,3,1,1.0,1.0,0.2,1.0,344.46,5,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-002,What happened in incident IR-2024-017?
chunking_ablation_v0_001,EVAL-0011,cross_document,hard,structure_aware,bm25,1,2,1,1,0.5,1.0,1.0,0.5,0.59,1,doc_002_safety_rules-chunk-000,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?
chunking_ablation_v0_001,EVAL-0011,cross_document,hard,structure_aware,bm25,3,2,2,1,1.0,1.0,0.6667,1.0,0.59,3,doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-001,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?
chunking_ablation_v0_001,EVAL-0011,cross_document,hard,structure_aware,bm25,5,2,2,1,1.0,1.0,0.4,1.0,0.59,5,doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?
chunking_ablation_v0_001,EVAL-0011,cross_document,hard,structure_aware,vector,1,2,1,1,0.5,1.0,1.0,0.5,361.7,1,doc_002_safety_rules-chunk-000,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?
chunking_ablation_v0_001,EVAL-0011,cross_document,hard,structure_aware,vector,3,2,1,1,0.5,1.0,0.3333,0.5,361.7,3,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?
chunking_ablation_v0_001,EVAL-0011,cross_document,hard,structure_aware,vector,5,2,1,1,0.5,1.0,0.2,0.5,361.7,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002,Which safety device required by Safety-Regulation-42 was verified after IR-2024-017?
chunking_ablation_v0_001,EVAL-0012,cross_document,hard,structure_aware,bm25,1,2,1,1,0.5,1.0,1.0,0.5,0.59,1,doc_003_incident_report-chunk-002,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?
chunking_ablation_v0_001,EVAL-0012,cross_document,hard,structure_aware,bm25,3,2,1,1,0.5,1.0,0.3333,0.5,0.59,3,doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?
chunking_ablation_v0_001,EVAL-0012,cross_document,hard,structure_aware,bm25,5,2,2,1,1.0,1.0,0.4,1.0,0.59,5,doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-001,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?
chunking_ablation_v0_001,EVAL-0012,cross_document,hard,structure_aware,vector,1,2,1,1,0.5,1.0,1.0,0.5,354.64,1,doc_002_safety_rules-chunk-001,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?
chunking_ablation_v0_001,EVAL-0012,cross_document,hard,structure_aware,vector,3,2,1,1,0.5,1.0,0.3333,0.5,354.64,3,doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?
chunking_ablation_v0_001,EVAL-0012,cross_document,hard,structure_aware,vector,5,2,1,1,0.5,1.0,0.2,0.5,354.64,5,doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002,Was Pipeline-7A pressure above the alarm threshold during IR-2024-017 inspection?
chunking_ablation_v0_001,EVAL-0013,entity_relation,easy,structure_aware,bm25,1,1,1,1,1.0,1.0,1.0,1.0,0.58,1,doc_002_safety_rules-chunk-002,Which components must be inspected after an abnormal temperature report from Sensor T-200?
chunking_ablation_v0_001,EVAL-0013,entity_relation,easy,structure_aware,bm25,3,1,1,1,1.0,1.0,0.3333,1.0,0.58,3,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-000,Which components must be inspected after an abnormal temperature report from Sensor T-200?
chunking_ablation_v0_001,EVAL-0013,entity_relation,easy,structure_aware,bm25,5,1,1,1,1.0,1.0,0.2,1.0,0.58,5,doc_002_safety_rules-chunk-002 | doc_001_equipment-chunk-002 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-003,Which components must be inspected after an abnormal temperature report from Sensor T-200?
chunking_ablation_v0_001,EVAL-0013,entity_relation,easy,structure_aware,vector,1,1,0,0,0.0,0.0,0.0,0.0,368.49,1,doc_002_safety_rules-chunk-002,Which components must be inspected after an abnormal temperature report from Sensor T-200?
chunking_ablation_v0_001,EVAL-0013,entity_relation,easy,structure_aware,vector,3,1,0,0,0.0,0.0,0.0,0.0,368.49,3,doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-002,Which components must be inspected after an abnormal temperature report from Sensor T-200?
chunking_ablation_v0_001,EVAL-0013,entity_relation,easy,structure_aware,vector,5,1,0,0,0.0,0.0,0.0,0.0,368.49,5,doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-002 | doc_003_incident_report-chunk-003 | doc_001_equipment-chunk-001,Which components must be inspected after an abnormal temperature report from Sensor T-200?
chunking_ablation_v0_001,EVAL-0014,causal_reasoning,medium,structure_aware,bm25,1,2,2,1,1.0,1.0,1.0,1.0,0.55,1,doc_003_incident_report-chunk-003,What maintenance action resolved the abnormal temperature in IR-2024-017?
chunking_ablation_v0_001,EVAL-0014,causal_reasoning,medium,structure_aware,bm25,3,2,2,1,1.0,1.0,0.3333,1.0,0.55,3,doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-000,What maintenance action resolved the abnormal temperature in IR-2024-017?
chunking_ablation_v0_001,EVAL-0014,causal_reasoning,medium,structure_aware,bm25,5,2,2,1,1.0,1.0,0.2,1.0,0.55,5,doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-002,What maintenance action resolved the abnormal temperature in IR-2024-017?
chunking_ablation_v0_001,EVAL-0014,causal_reasoning,medium,structure_aware,vector,1,2,0,0,0.0,0.0,0.0,0.0,357.02,1,doc_003_incident_report-chunk-000,What maintenance action resolved the abnormal temperature in IR-2024-017?
chunking_ablation_v0_001,EVAL-0014,causal_reasoning,medium,structure_aware,vector,3,2,2,1,1.0,0.5,0.6667,1.0,357.02,3,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001,What maintenance action resolved the abnormal temperature in IR-2024-017?
chunking_ablation_v0_001,EVAL-0014,causal_reasoning,medium,structure_aware,vector,5,2,2,1,1.0,0.5,0.4,1.0,357.02,5,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,What maintenance action resolved the abnormal temperature in IR-2024-017?
chunking_ablation_v0_001,EVAL-0015,global_summary,hard,structure_aware,bm25,1,4,1,1,0.25,1.0,1.0,0.25,0.58,1,doc_002_safety_rules-chunk-000,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.
chunking_ablation_v0_001,EVAL-0015,global_summary,hard,structure_aware,bm25,3,4,1,1,0.25,1.0,0.3333,0.25,0.58,3,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.
chunking_ablation_v0_001,EVAL-0015,global_summary,hard,structure_aware,bm25,5,4,1,1,0.25,1.0,0.2,0.25,0.58,5,doc_002_safety_rules-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-000,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.
chunking_ablation_v0_001,EVAL-0015,global_summary,hard,structure_aware,vector,1,4,1,1,0.25,1.0,1.0,0.25,348.74,1,doc_002_safety_rules-chunk-000,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.
chunking_ablation_v0_001,EVAL-0015,global_summary,hard,structure_aware,vector,3,4,3,1,0.75,1.0,1.0,0.75,348.74,3,doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-000,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.
chunking_ablation_v0_001,EVAL-0015,global_summary,hard,structure_aware,vector,5,4,3,1,0.75,1.0,0.6,0.75,348.74,5,doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-000 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-002,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.
